1	0
14	4
5	0
1	3
3	0
1	4
1	5
2	6
33	2
12	15
1	14
7	0
13	2
8	20
8	12
38	2
2	9
16	6
5	3
27	15
13	6
6	9
4	0
1	39
2	34
11	3
19	0
7	36
10	23
10	16
18	17
8	15
21	22
7	6
42	179
39	4
32	179
38	9
13	9
35	18
12	20
11	0
1	19
14	0
7	16
94	4
4	15
9	43
18	179
50	49
30	77
8	46
27	12
60	19
44	19
25	3
24	31
1	49
1	40
11	1
39	63
21	17
7	5
22	53
179	17
13	38
7	1
7	10
36	16
28	58
11	8
5	40
70	23
50	1
11	5
23	16
28	8
21	56
27	8
38	6
10	6
13	16
30	32
14	3
20	46
29	54
33	6
42	35
41	15
73	85
27	41
60	0
0	15
89	2
35	37
5	25
2	66
0	40
75	0
3	4
13	7
2	68
50	0
44	0
11	29
61	9
20	15
1	63
36	0
29	25
53	31
12	0
3	40
21	35
10	43
2	31
6	43
64	24
47	19
19	34
55	17
24	61
5	47
13	43
51	58
37	61
30	55
12	41
11	40
45	43
21	48
80	37
71	30
9	31
3	49
1	25
92	4
5	4
33	9
52	16
36	44
50	3
35	67
8	41
2	43
28	46
42	18
72	30
10	45
7	25
3	75
28	11
80	22
2	37
47	0
57	17
13	34
95	42
24	2
24	66
2	10
92	1
21	53
23	62
11	20
22	31
79	34
23	6
36	19
52	6
1	83
24	48
2	16
23	9
13	10
11	59
21	18
68	9
2	23
7	60
7	44
29	3
7	47
74	62
126	49
25	47
79	2
39	0
8	3
25	0
3	19
10	52
50	106
106	1
28	20
7	2
48	17
30	179
29	0
7	34
11	51
16	0
56	9
1	65
30	17
10	44
52	0
30	18
90	32
5	59
2	61
10	36
66	9
70	10
42	17
54	3
25	65
3	140
56	22
10	0
23	43
37	31
72	55
11	54
79	6
28	12
24	37
3	59
32	17
10	9
8	58
12	4
11	12
14	12
86	44
63	0
72	32
92	0
1	59
45	16
13	45
22	9
21	80
2	45
56	48
139	179
18	37
71	105
7	19
8	0
66	22
1	69
96	7
44	93
98	18
72	21
30	73
12	58
8	120
90	179
34	6
24	9
21	37
23	100
18	57
1	47
45	6
89	9
13	33
18	22
16	19
19	6
90	17
11	25
54	0
3	69
28	51
98	17
45	9
11	15
58	46
61	76
3	84
74	2
81	78
11	75
63	3
57	179
13	79
112	52
81	23
13	62
74	10
36	6
14	40
1	29
20	58
104	17
96	0
20	41
66	31
72	124
112	101
70	9
67	37
18	55
81	136
74	16
88	97
83	25
39	3
11	84
102	41
137	30
11	88
104	179
35	53
23	78
32	55
96	60
117	65
11	142
1	127
98	32
51	8
25	59
67	107
86	19
36	47
64	31
90	30
70	100
44	16
28	102
5	63
29	75
88	20
135	77
62	16
64	61
7	52
1	108
21	31
82	0
77	85
25	110
62	45
51	20
22	17
49	0
51	46
54	84
94	1
69	12
16	9
28	114
62	68
121	16
52	44
59	40
16	34
28	88
33	31
64	2
79	19
21	24
5	103
23	45
56	107
24	53
5	29
67	22
32	124
47	148
1	84
28	84
5	65
54	25
121	6
33	45
35	48
116	17
72	57
71	55
78	37
99	125
74	6
56	18
69	41
41	46
87	69
2	130
87	1
5	69
83	69
28	82
14	15
18	48
22	37
69	65
1	86
13	23
22	78
87	25
87	3
13	68
7	93
81	76
48	37
144	29
162	47
23	76
1	82
21	42
11	83
69	0
1	75
29	59
63	59
29	110
67	31
66	68
109	113
14	82
51	102
42	53
103	47
183	4
80	111
2	35
23	68
10	62
97	46
64	76
7	86
8	108
90	57
1	8
130	9
12	40
96	10
24	67
92	3
24	78
32	73
48	22
74	38
67	48
12	46
13	159
167	55
62	6
59	4
72	129
79	7
99	48
86	0
133	6
22	61
93	16
51	114
25	127
3	65
1	202
69	4
147	45
42	32
2	100
52	117
64	9
154	9
50	39
73	171
56	37
98	57
10	101
59	0
86	16
10	195
8	88
150	70
24	22
105	118
96	52
21	99
5	83
94	3
29	168
103	0
37	9
95	115
1	15
123	43
135	85
36	52
57	122
53	17
95	17
5	54
8	75
105	134
87	5
71	77
29	69
10	100
28	168
21	146
136	76
113	143
38	10
5	157
3	108
55	57
46	15
64	33
42	22
18	53
82	12
11	168
67	18
123	6
113	105
1	36
133	16
7	74
80	18
115	67
88	84
28	54
51	88
88	91
48	78
74	23
5	39
89	38
56	17
5	182
86	3
200	43
38	16
51	120
128	88
67	76
107	22
64	53
115	48
42	67
11	46
158	6
33	23
113	73
145	9
128	46
56	35
24	145
104	48
97	91
101	16
72	17
21	67
136	23
42	119
25	4
37	53
81	70
42	107
30	124
66	145
91	114
16	43
7	164
81	22
81	9
74	43
38	68
2	101
60	44
10	25
10	47
48	53
55	132
187	57
35	17
25	36
62	76
47	93
112	36
2	70
68	61
35	115
36	34
32	77
107	37
47	65
52	65
37	17
21	98
161	25
56	31
2	52
10	76
76	9
106	25
144	1
56	53
23	160
158	34
109	105
95	21
11	152
151	17
126	0
135	32
8	84
156	203
119	57
29	58
35	107
177	0
181	179
78	61
87	169
23	44
84	110
96	36
21	165
2	62
70	76
30	57
101	6
73	134
149	34
111	53
21	107
2	19
64	37
72	116
87	54
109	201
79	36
54	20
8	69
91	58
22	111
175	48
24	166
168	84
55	138
81	31
136	48
24	154
38	23
70	78
3	110
174	31
21	104
11	110
116	32
35	31
3	153
18	139
82	58
68	78
0	6
71	73
13	70
106	4
99	22
27	84
104	132
51	15
10	149
33	43
35	78
160	6
149	100
146	122
9	155
74	52
38	70
103	65
32	57
61	31
71	32
147	16
7	161
11	14
35	22
72	138
196	3
136	78
106	5
36	93
68	130
117	0
64	78
92	5
128	51
21	115
94	5
50	5
25	49
3	127
4	40
84	0
71	17
28	120
38	43
2	174
119	18
116	55
25	52
82	152
68	6
87	176
21	218
14	108
70	6
83	40
25	84
73	77
73	118
165	17
97	20
97	58
97	114
102	15
68	76
69	15
81	37
178	73
210	91
67	17
87	59
180	73
56	24
104	18
5	86
159	6
243	17
157	0
93	195
134	118
79	10
27	114
1	54
23	101
8	97
62	9
69	59
44	117
71	178
13	123
150	100
38	45
10	19
54	58
71	125
7	127
82	84
117	19
81	99
173	77
23	66
85	156
200	9
58	84
87	103
10	93
54	59
18	107
84	114
109	73
90	125
163	1
42	48
99	24
113	134
10	133
108	15
146	17
87	0
74	121
11	82
70	43
194	189
23	149
62	52
82	20
188	12
57	170
57	132
64	136
90	18
147	10
161	65
1	169
24	17
5	49
119	48
62	78
160	123
186	65
165	48
85	179
203	118
179	43
71	135
1	220
2	76
137	32
83	49
62	121
11	4
48	122
78	76
93	0
101	100
120	114
147	2
27	20
24	130
2	159
2	179
119	131
29	176
29	65
3	12
121	179
108	41
48	111
64	22
7	83
14	5
125	179
3	152
90	77
112	6
50	83
27	46
184	55
3	82
166	31
7	133
33	198
1	126
29	185
194	52
51	97
88	58
48	57
81	68
27	108
5	234
2	213
129	122
131	18
73	105
73	17
65	0
95	35
30	192
103	25
83	59
54	110
8	91
71	179
89	155
5	148
5	199
177	3
102	12
237	55
96	215
147	74
113	85
119	179
125	146
25	69
77	170
207	76
198	9
72	71
7	158
128	188
86	36
154	22
63	25
209	76
97	120
20	114
155	43
163	144
21	197
150	23
30	170
60	10
32	172
85	235
68	155
72	170
79	16
7	229
7	101
99	17
56	67
5	140
5	19
129	132
51	12
142	84
62	66
82	97
111	31
9	100
208	28
28	97
147	9
81	61
21	136
56	80
24	224
129	55
55	211
157	65
78	111
166	9
16	100
87	65
79	9
81	62
99	56
80	48
197	48
103	3
10	179
169	49
209	37
62	149
157	219
117	164
124	17
138	132
71	167
232	113
27	58
151	179
119	236
25	40
108	12
79	93
99	35
1	153
151	18
39	59
25	117
18	32
32	107
185	84
95	57
21	111
33	100
42	104
1	142
104	125
5	93
29	47
29	12
83	0
54	69
152	84
48	179
55	221
21	125
113	118
129	170
231	78
29	40
103	127
22	166
59	153
6	76
33	56
151	132
131	122
131	17
52	100
44	65
93	34
7	103
7	49
150	43
24	18
222	47
231	22
54	127
3	157
36	148
107	17
186	127
71	118
81	111
1	186
56	174
194	0
10	155
54	97
62	43
97	84
176	65
170	172
13	22
7	3
11	240
151	125
38	22
206	216
125	57
3	15
73	192
52	93
44	101
96	25
112	7
112	10
112	16
183	11
180	105
150	10
151	131
70	16
116	179
116	172
131	48
131	146
29	84
60	47
177	157
13	81
13	74
7	65
81	48
161	10
254	25
151	55
14	29
83	4
54	82
54	185
36	65
78	53
138	170
13	66
92	29
74	160
38	130
2	121
129	17
83	47
181	55
153	0
208	11
64	81
89	70
233	179
183	0
81	10
99	18
184	138
150	62
1	93
193	22
5	127
119	115
119	17
197	31
86	65
173	32
98	22
160	101
145	31
156	118
22	224
45	19
44	6
37	76
250	17
122	17
89	6
14	39
39	40
10	123
54	140
54	153
98	204
201	118
18	143
52	189
48	146
20	84
76	31
109	118
28	128
205	266
95	76
92	50
180	191
99	131
150	6
129	98
194	10
35	239
160	44
52	164
133	0
248	20
55	122
78	31
87	83
92	25
128	20
21	78
21	57
136	9
99	223
99	204
113	156
104	167
222	25
2	256
119	132
129	138
86	148
177	219
10	117
8	245
25	153
176	241
44	100
127	0
78	9
204	122
140	65
53	76
208	97
13	207
136	70
161	117
99	57
56	2
193	9
2	160
119	35
29	142
30	85
51	91
177	25
54	40
25	182
59	110
58	114
208	114
13	160
13	78
257	52
205	127
196	1
81	53
175	57
258	16
246	88
180	214
5	84
5	153
178	172
51	54
169	47
54	75
8	102
82	46
127	65
199	110
87	47
87	40
89	23
163	5
175	129
74	249
136	61
11	39
11	278
144	54
14	8
70	66
137	124
206	212
154	61
169	0
209	78
25	19
67	179
66	6
22	204
78	155
207	155
217	241
72	252
87	29
71	226
96	44
163	65
238	55
74	100
21	116
21	179
161	47
42	57
1	148
222	0
29	140
187	18
35	165
103	182
173	172
23	123
66	78
82	188
77	192
110	0
72	18
109	85
28	14
28	41
95	104
95	37
175	122
136	24
42	98
151	104
38	62
193	76
228	191
116	57
178	85
103	157
63	54
142	75
18	262
73	179
108	0
156	105
227	6
143	55
143	212
214	118
133	117
91	46
185	110
211	138
138	17
72	179
230	32
95	22
74	150
136	99
11	58
184	17
24	76
225	125
193	61
242	48
194	25
25	185
3	241
160	43
36	101
143	118
20	0
252	138
76	43
64	130
72	277
71	137
109	228
112	194
163	205
268	0
232	191
128	8
180	264
42	165
99	122
11	97
151	122
104	32
5	283
2	244
218	48
29	82
35	57
251	25
88	114
201	216
3	117
160	52
18	146
32	139
48	262
143	170
216	212
69	46
124	172
64	197
64	111
72	137
87	11
71	143
71	192
79	45
147	23
7	162
95	179
95	111
81	66
161	5
106	0
144	5
144	0
150	9
70	45
39	25
103	36
154	145
54	176
8	40
98	67
239	78
25	157
182	65
3	176
3	168
186	0
52	101
143	214
111	76
81	166
136	68
33	10
11	245
11	114
150	227
1	103
56	76
222	182
129	30
116	170
51	82
125	17
210	114
47	117
91	20
236	57
223	122
12	84
12	114
139	17
153	40
64	21
92	217
175	32
175	55
21	122
246	84
136	22
180	118
144	3
184	30
151	57
129	255
228	143
131	204
131	132
30	181
30	138
226	73
162	127
62	160
181	17
282	191
48	223
227	45
208	58
71	225
71	203
71	255
109	143
112	160
112	189
196	59
238	129
81	35
21	187
269	129
269	138
42	131
42	125
99	67
99	146
14	59
193	166
5	176
2	44
197	35
63	4
115	179
25	220
182	47
160	100
48	31
143	172
216	118
192	172
117	93
134	212
0	219
87	157
71	214
13	76
109	180
109	178
109	216
28	3
81	67
33	24
259	5
14	168
14	84
70	62
70	155
137	192
131	32
187	204
187	122
35	179
35	111
10	160
54	168
54	65
66	166
77	235
57	271
179	250
208	128
208	82
64	265
89	68
163	50
81	239
128	84
246	97
136	197
106	65
2	200
129	32
242	122
131	98
51	41
125	48
162	0
169	54
54	12
261	67
160	263
82	75
77	143
47	276
102	20
143	216
143	138
176	69
191	212
247	78
55	179
12	75
208	84
13	213
28	29
28	91
128	11
11	153
1	219
5	110
2	149
218	76
131	125
260	127
51	84
125	98
83	3
8	114
160	16
32	122
181	57
78	166
123	76
244	6
130	61
76	100
71	124
230	55
163	176
205	54
74	133
259	25
273	0
50	144
184	57
1	251
1	117
1	140
38	200
225	255
2	22
231	76
131	55
80	35
169	25
36	117
214	171
168	114
133	44
76	155
96	16
79	159
196	176
74	33
150	160
1	176
5	185
2	198
70	207
131	272
29	202
194	164
251	127
173	73
115	18
98	261
48	76
168	110
58	253
123	16
130	76
212	118
100	43
64	145
74	76
161	182
94	0
42	99
1	168
38	19
222	3
2	145
2	155
70	68
80	76
29	276
178	105
178	216
178	118
194	16
270	55
83	63
10	279
23	155
8	168
98	223
67	111
59	84
252	211
4	84
101	213
208	253
13	101
267	7
7	117
163	29
205	29
95	31
81	24
128	58
33	70
33	22
161	1
161	52
106	217
1	222
2	154
137	167
29	63
29	127
194	117
125	143
10	121
115	57
54	4
8	253
88	46
159	34
3	199
97	253
52	284
85	214
102	114
143	124
214	216
176	140
279	9
22	76
204	17
101	287
16	249
64	209
13	150
13	100
89	33
95	81
196	25
21	131
21	32
254	65
42	115
184	129
150	2
1	260
151	116
151	139
104	131
119	275
129	131
116	18
137	17
29	83
29	8
270	143
125	53
83	54
63	110
23	130
167	124
274	52
142	3
25	140
67	78
3	47
62	123
18	165
243	146
247	22
44	263
78	6
41	58
93	148
64	239
72	281
71	173
71	211
109	206
79	195
147	38
163	49
232	212
258	23
74	45
136	62
136	207
33	66
180	280
11	199
24	38
38	78
14	54
137	55
80	66
30	173
178	77
194	101
206	118
125	18
60	25
209	66
62	61
121	100
165	271
47	44
85	192
191	216
191	134
22	68
202	65
16	198
0	278
64	68
72	211
71	172
13	61
90	116
267	52
267	6
28	259
28	1
205	144
95	136
92	69
81	231
81	155
74	70
74	274
21	66
254	169
42	122
99	98
99	32
56	204
38	121
126	3
222	127
2	158
70	200
29	20
30	167
86	47
206	134
162	25
23	227
167	179
239	48
142	152
67	165
181	139
181	170
282	118
97	168
47	127
168	12
69	40
20	75
6	100
72	125
72	167
13	93
109	191
112	284
7	29
183	3
95	18
196	40
81	38
175	18
128	15
21	119
246	8
136	53
99	165
144	65
56	61
104	55
119	55
137	77
131	243
29	4
